Entity,Category,Popularity_Tier,Model,RQ1_Predicted_Type,RQ1_Type_Match,RQ2_Feature_Present,RQ3_Description,RQ3_Propositions,RQ3_Hallucinations_Count,RQ3_Details,RQ3_Ground_Truth_Source
Homeoptoton,Random,Long-tail,gpt_image_2,Object,,,"A digital illustration of a theoretical particle or energy field called a 'Homeoptoton', featuring a glowing central core surrounded by concentric blue and purple energy rings and labels.","[""The image contains the text 'Homeoptoton'"", ""There is a central glowing white and blue sphere"", ""The central sphere is surrounded by concentric blue and purple rings"", ""There are labels pointing to 'Nonlocal information field', 'Electromagnetic core', and 'Quantized oscillation'"", ""A text box in the bottom left lists properties such as Spin: 0, Mass: 0, and Charge: 0"", ""The background is black"", ""There is a quote at the bottom starting with 'In the quantum vacuum...'""]",6,"The ground truth defines 'homeoptoton' as a figure of speech, whereas the image depicts it as a theoretical particle/energy field with physical properties (spin, mass, charge) and quantum labels.",wikipedia
"Albert I, Duke of Brunswick",Random,Long-tail,gpt_image_2,Person,,,A formal portrait of a man with a prominent mustache wearing a dark military uniform with gold embellishments and medals.,"[""The person has a large, light-brown handlebar mustache"", ""The person is wearing a dark blue or black military jacket"", ""The jacket has a gold-embroidered collar"", ""There are gold epaulettes on the shoulders"", ""A red sash with blue borders is worn across the chest"", ""A white cross-shaped medal is hanging from the collar"", ""A large star-shaped medal is pinned to the left breast"", ""The person is looking slightly to the right of the frame"", ""The background consists of a dark interior and a glimpse of a cloudy sky on the left""]",9,"The ground truth describes a 13th-century Duke (1252-1269). All visual propositions describing a modern military uniform, medals, sashes, and a handlebar mustache are anachronistic and contradicted by the historical period of the entity.",wikipedia
Boston College Lynch School of Education and Human Development,Random,Long-tail,gpt_image_2,Building,,,"The exterior of the Lynch School of Education and Human Development at Boston College, featuring stone architecture, glass windows, and signage.","[""There is a stone sign in the foreground that reads 'BOSTON COLLEGE LYNCH SCHOOL OF EDUCATION AND HUMAN DEVELOPMENT'"", ""The building is constructed from light-colored stone"", ""There are large glass windows on the upper floor"", ""Three maroon banners are visible"", ""One banner says 'BOSTON COLLEGE'"", ""One banner says 'EDUCATE INSPIRE TRANSFORM'"", ""There is a black lamp post on the left"", ""Red and white tulips are planted in the foreground"", ""There is a glass double-door entrance"", ""A tree with light green leaves is on the left side of the frame""]",0,None,wikipedia
1991 All-Africa Games,Random,Long-tail,gpt_image_2,Object,,,"A commemorative poster for the 1991 All-Africa Games in Cairo, Egypt, featuring athletic imagery and national symbols.","[""The text '1991 ALL-AFRICA GAMES' is prominently displayed"", ""The text 'CAIRO • EGYPT' is present"", ""There is a logo featuring a map of Africa and Olympic rings"", ""Five runners are competing on a red running track"", ""A large lit cauldron with a flame is in the foreground"", ""A stadium crowd is visible in the background"", ""A digital scoreboard displays '1991 ALL-AFRICA GAMES CAIRO'"", ""Multiple flags are flying in a row above the stadium"", ""The Great Sphinx and Pyramids of Giza are depicted in the bottom left"", ""A vertical stripe of red, black, and green is on the left side"", ""The words 'PEACE FRIENDSHIP UNITY PROGRESS' are written vertically"", ""The text 'Hosted by the Arab Republic of Egypt' is at the bottom""]",0,None,wikipedia
Yuri Linnik,Random,Long-tail,gpt_image_2,Person,,,A portrait of a man in a military uniform with medals and insignia.,"[""The person is wearing a brown military uniform"", ""The person is wearing a green tie"", ""There are two gold star medals on the left chest"", ""There are blue collar tabs with gold symbols"", ""The person has short brown hair"", ""There is a blue flag with a logo and text in the background"", ""The person is looking directly at the camera""]",7,"The ground truth describes Yuri Linnik as a mathematician; there is no evidence he was a military officer or wore a uniform, medals, or insignia.",wikipedia
John O'Leary (Wexford politician),Random,Long-tail,gpt_image_2,Person,,,"A head-and-shoulders portrait of a middle-aged man with white hair, wearing a suit and tie, positioned in front of a purple banner and a crest.","[""The man has white hair"", ""The man is wearing a dark blue suit jacket"", ""The man is wearing a light blue shirt"", ""The man is wearing a purple patterned tie"", ""There is a purple background on the left with the text 'Social Democrats', 'John O'Leary', and 'Wexford'"", ""There is a yellow and purple crest on the right side of the background"", ""The man is smiling""]",1,The proposition stating the background text says 'Social Democrats' contradicts the ground truth that John O'Leary was a Labour Party politician.,wikipedia
Klötze,Random,Long-tail,gpt_image_2,Landscape,,,"A roadside view of a village entrance featuring a yellow town sign, a stone welcome monument, and a church in the background.","[""There is a yellow rectangular sign that says 'Klötze'"", ""The sign mentions 'Landkreis Altmarkkreis Salzwedel'"", ""There is a stone monument with the text 'Herzlich Willkommen in Klötze'"", ""The stone monument features a colorful coat of arms"", ""A brick church with a tall grey spire is visible in the background"", ""A paved road with a white line leads into the village"", ""There are several houses with red-tiled roofs"", ""The sky is blue with white clouds"", ""There are green trees and shrubs in the foreground and midground""]",0,None,wikipedia
Moscow International House of Music,Random,Long-tail,gpt_image_2,Building,,,"A large, modern architectural complex featuring a prominent glass dome and a tall tower, situated next to a body of water.","[""The building has a large glass dome roof"", ""There is a tall cylindrical tower on the right side of the structure"", ""The building is located next to a river"", ""There is text on the facade in Cyrillic script"", ""A blue circular logo is mounted on top of the dome"", ""There are several green trees in front of the building"", ""A stone embankment separates the building from the water"", ""The building facade consists of light-colored stone and glass panels""]",0,None,wikipedia
Derailed (Ugly Betty),Random,Long-tail,gpt_image_2,Person,,,"A woman with blonde hair wearing gold-colored clothing and jewelry, positioned in front of a dark background with text.","[""The person has long, wavy blonde hair"", ""The person is wearing large gold hoop earrings"", ""The person is wearing a gold sequined or metallic jacket"", ""The person is wearing a gold necklace"", ""There is text in the background that reads 'MODE FASHION MAGAZINE'"", ""The background on the left is dark grey or black""]",6,"The ground truth describes a television episode, not a person. All visual propositions describing a woman in gold clothing and 'MODE FASHION MAGAZINE' text are hallucinations as they do not relate to the factual description of the episode's production details.",wikipedia
Rene Villanueva,Random,Long-tail,gpt_image_2,Person,,,A headshot of a man in professional attire standing in front of a seal and a dark background.,"[""The person is wearing a dark suit jacket"", ""The person is wearing a light blue dress shirt"", ""The person is wearing a blue patterned tie"", ""The person is smiling"", ""There is a circular seal in the background containing the text 'REPRESENTATIVES' and 'PHILIPPINES'"", ""The seal contains a sun and red and blue colors"", ""The text 'RENE VILLANUEVA' is written at the bottom of the image""]",1,"The ground truth identifies Rene Villanueva as a playwright and author, contradicting the visual proposition that he is depicted with a seal of the 'REPRESENTATIVES' of the 'PHILIPPINES', which implies he is a politician.",wikipedia
"St. Lachtain's Church, Freshford",Random,Long-tail,gpt_image_2,Building,,,"A stone church with a square tower and a slate roof, surrounded by a graveyard and greenery.","[""The building is constructed from light-colored stone"", ""There is a square tower with crenellations at the top"", ""The roof is made of grey slate"", ""There are pointed arch windows with tracery"", ""A small porch with an arched entrance is on the left side"", ""A cross is mounted on the peak of the main roof"", ""Several stone headstones are visible in the foreground"", ""There are green bushes and pink flowers to the right of the building"", ""A large green tree is located to the left of the tower"", ""The sky is blue with white clouds""]",0,None,wikipedia
Miss Delaware's Teen,Random,Long-tail,gpt_image_2,Person,,,"A young woman wearing a crown and a pageant sash, holding a bouquet of flowers.","[""The person is wearing a silver crown with intricate detailing"", ""The person is wearing a white one-shoulder sequined dress"", ""The person is wearing a white sash with blue borders and text that reads 'Miss Delaware's Te'"", ""The person is holding a bouquet of white roses and baby's breath"", ""The person is wearing dangling silver earrings"", ""There is a blue background with text that reads 'Miss America's Teen'"", ""The person has long brown wavy hair"", ""The person is smiling""]",0,None,wikipedia
Simon Önerud,Random,Long-tail,gpt_image_2,Person,,,A head-and-shoulders portrait of a man with blonde hair wearing a navy blue athletic shirt.,"[""The person has blonde hair"", ""The person has blue eyes"", ""The person has light facial stubble"", ""The person is wearing a navy blue shirt"", ""The text 'SALMING' is printed on the shirt"", ""The text 'S. ÖNERUD' is printed on the shirt"", ""The background is blue with the word 'QATAR' visible""]",0,None,wikipedia
